# noFinsADAS5 (Up to date)
# 716 data points written for 4 variables.
#
# Time (s),Altitude (ft),Vertical velocity (ft/s),Vertical acceleration (ft/s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
5.7623,2471.1,468.66,-52.182
5.8123,2494.4,466.05,-51.933
5.8623,2517.7,463.46,-51.691
5.9123,2540.8,460.89,-51.453
5.9623,2563.8,458.32,-51.2
6.0123,2586.6,455.76,-50.954
6.0623,2609.3,453.22,-50.731
6.1123,2631.9,450.69,-50.51
6.1623,2654.4,448.17,-50.282
6.2123,2676.8,445.66,-50.064
6.2623,2699,443.17,-49.838
6.3123,2721.1,440.68,-49.607
6.3623,2743,438.21,-49.374
6.4123,2764.9,435.74,-49.153
6.4623,2786.6,433.29,-48.946
6.5123,2808.2,430.85,-48.758
6.5623,2829.7,428.41,-48.566
6.6123,2851.1,425.99,-48.355
6.6623,2872.3,423.58,-48.143
6.7123,2893.4,421.18,-47.927
6.7623,2914.4,418.79,-47.727
6.8123,2935.3,416.4,-47.536
6.8623,2956.1,414.03,-47.351
6.9123,2976.7,411.67,-47.174
6.9623,2997.2,409.31,-47.002
7.0123,3017.6,406.97,-46.812
7.0623,3037.9,404.63,-46.607
7.1123,3058.1,402.31,-46.405
7.1623,3078.2,399.99,-46.216
7.2123,3098.1,397.69,-46.036
7.2623,3117.9,395.39,-45.869
7.3123,3137.6,393.1,-45.71
7.3623,3157.2,390.82,-45.564
7.4123,3176.7,388.54,-45.416
7.4623,3196.1,386.28,-45.25
7.5123,3215.3,384.02,-45.074
7.5623,3234.5,381.77,-44.885
7.6123,3253.5,379.53,-44.696
7.6623,3272.4,377.3,-44.513
7.7123,3291.3,375.08,-44.354
7.7623,3310,372.86,-44.206
7.8123,3328.5,370.66,-44.067
7.8623,3347,368.46,-43.932
7.9123,3365.4,366.26,-43.799
7.9623,3383.6,364.08,-43.673
8.0123,3401.8,361.9,-43.538
8.0623,3419.8,359.72,-43.382
8.1123,3437.8,357.56,-43.205
8.1623,3455.6,355.4,-43.028
8.2123,3473.3,353.26,-42.863
8.2623,3490.9,351.12,-42.714
8.3123,3508.4,348.98,-42.585
8.3623,3525.8,346.86,-42.462
8.4123,3543.1,344.74,-42.357
8.4623,3560.3,342.62,-42.251
8.5123,3577.4,340.51,-42.132
8.5623,3594.3,338.41,-41.997
8.6123,3611.2,336.31,-41.861
8.6623,3628,334.22,-41.714
8.7123,3644.6,332.14,-41.567
8.7623,3661.2,330.07,-41.415
8.8123,3677.6,328,-41.278
8.8623,3694,325.94,-41.157
8.9123,3710.2,323.88,-41.047
8.9623,3726.4,321.83,-40.949
9.0123,3742.4,319.79,-40.855
9.0623,3758.4,317.75,-40.763
9.1123,3774.2,315.71,-40.658
9.1623,3789.9,313.68,-40.534
9.2123,3805.6,311.66,-40.401
9.2623,3821.1,309.64,-40.272
9.3123,3836.5,307.63,-40.144
9.3623,3851.9,305.63,-40.013
9.4123,3867.1,303.63,-39.889
9.4623,3882.2,301.64,-39.783
9.5123,3897.2,299.65,-39.69
9.5623,3912.2,297.67,-39.604
9.6123,3927,295.69,-39.512
9.6623,3941.7,293.72,-39.415
9.7123,3956.4,291.75,-39.313
9.7623,3970.9,289.79,-39.216
9.8123,3985.4,287.83,-39.118
9.8623,3999.7,285.88,-39.011
9.9123,4014,283.93,-38.905
9.9623,4028.1,281.99,-38.803
10.012,4042.2,280.05,-38.698
10.062,4056.1,278.12,-38.597
10.112,4070,276.19,-38.501
10.162,4083.7,274.27,-38.41
10.212,4097.4,272.35,-38.324
10.262,4111,270.43,-38.234
10.312,4124.4,268.52,-38.145
10.362,4137.8,266.62,-38.067
10.412,4151.1,264.72,-37.998
10.462,4164.3,262.82,-37.917
10.512,4177.4,260.92,-37.845
10.562,4190.4,259.03,-37.758
10.612,4203.3,257.15,-37.655
10.662,4216.1,255.27,-37.549
10.712,4228.8,253.39,-37.456
10.762,4241.4,251.52,-37.366
10.812,4254,249.66,-37.272
10.862,4266.4,247.8,-37.188
10.912,4278.7,245.94,-37.119
10.962,4291,244.08,-37.049
11.012,4303.1,242.23,-36.98
11.062,4315.2,240.39,-36.91
11.112,4327.2,238.54,-36.842
11.162,4339.1,236.7,-36.783
11.212,4350.9,234.86,-36.716
11.262,4362.6,233.03,-36.634
11.312,4374.2,231.2,-36.552
11.362,4385.7,229.38,-36.465
11.412,4397.1,227.55,-36.39
11.462,4408.4,225.74,-36.314
11.512,4419.7,223.92,-36.242
11.562,4430.8,222.11,-36.172
11.612,4441.9,220.3,-36.114
11.662,4452.9,218.5,-36.056
11.712,4463.7,216.7,-36.002
11.762,4474.5,214.9,-35.935
11.812,4485.2,213.11,-35.87
11.862,4495.8,211.31,-35.806
11.912,4506.4,209.52,-35.745
11.962,4516.8,207.74,-35.68
12.012,4527.1,205.96,-35.603
12.062,4537.4,204.18,-35.537
12.112,4547.5,202.4,-35.47
12.162,4557.6,200.63,-35.417
12.212,4567.6,198.86,-35.354
12.262,4577.5,197.1,-35.292
12.312,4587.3,195.33,-35.235
12.362,4597,193.57,-35.181
12.412,4606.7,191.81,-35.123
12.462,4616.2,190.06,-35.074
12.512,4625.7,188.31,-35.012
12.562,4635.1,186.56,-34.953
12.612,4644.3,184.81,-34.894
12.662,4653.5,183.07,-34.848
12.712,4662.6,181.33,-34.802
12.762,4671.7,179.59,-34.765
12.812,4680.6,177.85,-34.728
12.862,4689.5,176.12,-34.691
12.912,4698.2,174.38,-34.642
12.962,4706.9,172.65,-34.59
13.012,4715.5,170.92,-34.534
13.062,4724,169.2,-34.486
13.112,4732.4,167.48,-34.432
13.162,4740.7,165.75,-34.373
13.212,4749,164.04,-34.321
13.262,4757.1,162.32,-34.26
13.312,4765.2,160.61,-34.203
13.362,4773.2,158.9,-34.16
13.412,4781.1,157.2,-34.117
13.462,4788.9,155.49,-34.064
13.512,4796.6,153.79,-34.016
13.562,4804.3,152.09,-33.971
13.612,4811.9,150.39,-33.93
13.662,4819.3,148.7,-33.89
13.712,4826.7,147,-33.85
13.762,4834,145.31,-33.811
13.812,4841.3,143.62,-33.77
13.862,4848.4,141.93,-33.728
13.912,4855.5,140.25,-33.688
13.962,4862.4,138.57,-33.655
14.012,4869.3,136.88,-33.624
14.062,4876.1,135.2,-33.591
14.112,4882.8,133.52,-33.558
14.162,4889.5,131.85,-33.527
14.212,4896,130.17,-33.503
14.262,4902.5,128.5,-33.485
14.312,4908.9,126.82,-33.455
14.362,4915.2,125.15,-33.436
14.412,4921.4,123.48,-33.41
14.462,4927.5,121.81,-33.372
14.512,4933.6,120.14,-33.34
14.562,4939.5,118.48,-33.309
14.612,4945.4,116.81,-33.27
14.662,4951.2,115.15,-33.236
14.712,4956.9,113.49,-33.19
14.762,4962.6,111.83,-33.152
14.812,4968.1,110.17,-33.11
14.862,4973.6,108.52,-33.081
14.912,4979,106.87,-33.042
14.962,4984.3,105.21,-33.011
15.012,4989.5,103.56,-32.985
15.062,4994.6,101.92,-32.96
15.112,4999.7,100.27,-32.925
15.162,5004.6,98.623,-32.889
15.212,5009.5,96.979,-32.858
15.262,5014.3,95.337,-32.822
15.312,5019.1,93.697,-32.79
15.362,5023.7,92.058,-32.762
15.412,5028.3,90.421,-32.733
15.462,5032.8,88.785,-32.711
15.512,5037.1,87.15,-32.69
15.562,5041.5,85.516,-32.66
15.612,5045.7,83.884,-32.638
15.662,5049.9,82.252,-32.614
15.712,5053.9,80.622,-32.587
15.762,5057.9,78.994,-32.573
15.812,5061.8,77.365,-32.565
15.862,5065.7,75.737,-32.546
15.912,5069.4,74.11,-32.526
15.962,5073.1,72.485,-32.508
16.012,5076.6,70.86,-32.492
16.062,5080.2,69.235,-32.475
16.112,5083.6,67.612,-32.456
16.162,5086.9,65.99,-32.446
16.212,5090.2,64.368,-32.426
16.262,5093.3,62.747,-32.403
16.312,5096.4,61.128,-32.379
16.362,5099.5,59.509,-32.366
16.412,5102.4,57.891,-32.353
16.462,5105.3,56.274,-32.334
16.512,5108,54.657,-32.312
16.562,5110.7,53.043,-32.291
16.612,5113.3,51.428,-32.287
16.662,5115.9,49.814,-32.277
16.712,5118.3,48.2,-32.262
16.762,5120.7,46.588,-32.241
16.812,5123,44.976,-32.228
16.862,5125.2,43.365,-32.214
16.912,5127.3,41.755,-32.199
16.962,5129.4,40.145,-32.184
17.012,5131.3,38.536,-32.166
17.062,5133.2,36.929,-32.146
17.112,5135,35.322,-32.132
17.162,5136.7,33.716,-32.111
17.212,5138.4,32.111,-32.093
17.262,5139.9,30.506,-32.079
17.312,5141.4,28.903,-32.053
17.362,5142.8,27.301,-32.038
17.412,5144.2,25.699,-32.021
17.462,5145.4,24.098,-32.007
17.512,5146.6,22.499,-31.988
17.562,5147.7,20.9,-31.969
17.612,5148.7,19.302,-31.946
17.662,5149.6,17.705,-31.917
17.712,5150.4,16.11,-31.89
17.762,5151.2,14.516,-31.867
17.812,5151.9,12.923,-31.85
17.862,5152.5,11.331,-31.836
17.912,5153,9.7395,-31.822
17.962,5153.5,8.1491,-31.797
18.012,5153.8,6.5598,-31.773
18.062,5154.1,4.9717,-31.751
18.112,5154.3,3.383,-31.966
18.162,5154.5,1.7848,-31.96
18.212,5154.5,0.18696,-31.954
18.262,5154.5,-1.4104,-31.94
# Event APOGEE occurred at t=18.312 seconds
18.312,5154.4,-3.0069,-31.92
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=18.313 seconds
18.366,5154.2,-4.7247,-31.782
18.418,5153.9,-6.3625,-31.586
18.47,5153.5,-8.0001,-31.378
18.523,5153,-9.6376,-31.151
18.576,5152.5,-11.275,-30.896
18.629,5151.8,-12.911,-30.629
18.683,5151.1,-14.548,-30.329
18.738,5150.3,-16.184,-29.983
18.793,5149.3,-17.819,-29.622
18.849,5148.3,-19.454,-29.234
18.906,5147.1,-21.089,-28.816
18.963,5145.9,-22.722,-28.346
19.022,5144.5,-24.355,-27.861
19.082,5143,-25.987,-27.329
19.143,5141.3,-27.618,-26.761
19.205,5139.6,-29.249,-26.166
19.269,5137.7,-30.877,-25.512
19.334,5135.6,-32.504,-24.824
19.402,5133.3,-34.13,-24.121
19.471,5130.9,-35.754,-23.388
19.543,5128.3,-37.376,-22.611
19.617,5125.4,-38.997,-21.795
19.695,5122.4,-40.615,-20.963
19.775,5119,-42.231,-20.07
19.859,5115.4,-43.844,-19.146
19.948,5111.5,-45.452,-18.181
20.041,5107.1,-47.056,-17.188
20.14,5102.4,-48.655,-16.17
20.245,5097.2,-50.25,-15.128
20.358,5091.4,-51.838,-14.048
20.481,5085,-53.42,-12.93
20.614,5077.8,-54.991,-11.78
20.761,5069.6,-56.552,-10.615
20.925,5060.1,-58.099,-9.4103
21.113,5049.1,-59.637,-8.2074
21.331,5036,-61.15,-6.9509
21.591,5019.9,-62.628,-5.6824
21.915,4999.3,-64.057,-4.4109
22.337,4972,-65.382,-3.1403
22.837,4939.1,-66.355,-1.946
23.337,4905.8,-66.872,-1.034
23.837,4872.3,-67.137,-0.52962
24.337,4838.7,-67.264,-0.25377
24.837,4805,-67.314,-0.10075
25.337,4771.4,-67.327,-0.024606
25.837,4737.7,-67.316,0.020293
26.337,4704.1,-67.296,0.041061
26.837,4670.4,-67.268,0.056332
27.337,4636.8,-67.236,0.06278
27.837,4603.2,-67.204,0.065822
28.337,4569.6,-67.17,0.06762
28.837,4536,-67.136,0.066945
29.337,4502.5,-67.102,0.068278
29.837,4468.9,-67.068,0.068223
30.337,4435.4,-67.034,0.068474
30.837,4401.9,-66.999,0.069037
31.337,4368.4,-66.965,0.068087
31.837,4334.9,-66.931,0.068139
32.337,4301.5,-66.897,0.068058
32.837,4268,-66.863,0.068561
33.337,4234.6,-66.829,0.068249
33.837,4201.2,-66.795,0.067572
34.337,4167.8,-66.761,0.067001
34.837,4134.4,-66.728,0.067075
35.337,4101.1,-66.694,0.067399
35.837,4067.7,-66.661,0.066971
36.337,4034.4,-66.627,0.066677
36.837,4001.1,-66.594,0.066761
37.337,3967.8,-66.561,0.066338
37.837,3934.5,-66.528,0.066219
38.337,3901.3,-66.495,0.066101
38.837,3868,-66.461,0.06661
39.337,3834.8,-66.428,0.065901
39.837,3801.6,-66.396,0.065538
40.337,3768.4,-66.363,0.065216
40.837,3735.3,-66.33,0.066256
41.337,3702.1,-66.298,0.064593
41.837,3669,-66.265,0.065042
42.337,3635.8,-66.232,0.06539
42.837,3602.7,-66.2,0.064167
43.337,3569.6,-66.168,0.064373
43.837,3536.6,-66.136,0.064497
44.337,3503.5,-66.104,0.064371
44.837,3470.5,-66.072,0.06391
45.337,3437.4,-66.04,0.063791
45.837,3404.4,-66.008,0.063845
46.337,3371.4,-65.976,0.063529
46.837,3338.4,-65.944,0.063378
47.337,3305.5,-65.913,0.063736
47.837,3272.5,-65.881,0.062936
48.337,3239.6,-65.849,0.063869
48.837,3206.7,-65.817,0.064816
49.337,3173.8,-65.784,0.065784
49.837,3140.9,-65.751,0.06596
50.337,3108,-65.718,0.065951
50.837,3075.2,-65.685,0.065985
51.337,3042.3,-65.652,0.066007
51.837,3009.5,-65.619,0.06586
52.337,2976.7,-65.586,0.06551
52.837,2943.9,-65.553,0.065429
53.337,2911.2,-65.521,0.06595
53.837,2878.4,-65.488,0.064852
54.337,2845.7,-65.456,0.065114
54.837,2813,-65.423,0.065265
55.337,2780.3,-65.391,0.06434
55.837,2747.6,-65.359,0.064364
56.337,2714.9,-65.326,0.064529
56.837,2682.2,-65.294,0.064216
57.337,2649.6,-65.262,0.063996
57.837,2617,-65.23,0.063788
58.337,2584.4,-65.198,0.063761
58.837,2551.8,-65.167,0.063715
59.337,2519.2,-65.135,0.063356
59.837,2486.6,-65.103,0.064011
60.337,2454.1,-65.071,0.062756
60.837,2421.6,-65.039,0.064962
61.337,2389.1,-65.008,0.061825
61.837,2356.6,-64.977,0.062241
62.337,2324.1,-64.946,0.062823
62.837,2291.6,-64.914,0.062579
63.337,2259.2,-64.883,0.061583
63.837,2226.7,-64.853,0.061879
64.337,2194.3,-64.821,0.062538
64.837,2161.9,-64.791,0.061327
65.337,2129.5,-64.76,0.061697
65.837,2097.2,-64.729,0.061236
66.337,2064.8,-64.698,0.061445
66.837,2032.5,-64.668,0.061348
67.337,2000.1,-64.637,0.06092
67.837,1967.8,-64.607,0.060806
68.337,1935.5,-64.576,0.060788
68.837,1903.2,-64.546,0.060611
69.337,1871,-64.516,0.060462
69.837,1838.7,-64.486,0.06036
70.337,1806.5,-64.456,0.0604
70.837,1774.3,-64.426,0.059991
71.337,1742.1,-64.396,0.059913
71.837,1709.9,-64.365,0.060507
72.337,1677.7,-64.336,0.059311
72.837,1645.5,-64.306,0.059695
73.337,1613.4,-64.276,0.059353
73.837,1581.3,-64.246,0.060631
74.337,1549.2,-64.215,0.061611
74.837,1517.1,-64.184,0.062254
75.337,1485,-64.153,0.062303
75.837,1452.9,-64.122,0.062025
76.337,1420.8,-64.091,0.06223
76.837,1388.8,-64.06,0.061863
77.337,1356.8,-64.029,0.061865
77.837,1324.8,-63.998,0.061702
78.337,1292.8,-63.967,0.061959
78.837,1260.8,-63.936,0.061214
79.337,1228.9,-63.906,0.061197
79.837,1196.9,-63.875,0.0612
80.337,1165,-63.845,0.061129
80.837,1133.1,-63.814,0.06074
81.337,1101.2,-63.783,0.062677
81.837,1069.3,-63.752,0.062678
82.337,1037.4,-63.721,0.060116
82.837,1005.6,-63.692,0.058504
83.337,973.72,-63.663,0.05916
83.837,941.9,-63.633,0.059655
84.337,910.09,-63.603,0.059772
84.837,878.29,-63.573,0.05949
85.337,846.51,-63.543,0.05955
85.837,814.75,-63.514,0.059384
86.337,783,-63.484,0.059332
86.837,751.27,-63.453,0.061415
87.337,719.55,-63.424,0.057871
87.837,687.84,-63.395,0.05833
88.337,656.15,-63.366,0.058766
88.837,624.48,-63.336,0.05875
89.337,592.82,-63.307,0.058421
89.837,561.17,-63.278,0.05813
90.337,529.54,-63.249,0.058615
90.837,497.92,-63.22,0.057806
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=90.838 seconds
91.337,466.32,-63.191,0.057825
91.338,466.22,-61.551,1041
91.34,466.12,-59.91,985.97
91.342,466.01,-58.27,932.43
91.344,465.91,-56.629,880.34
91.346,465.8,-54.989,829.69
91.348,465.68,-53.349,780.48
91.35,465.57,-51.708,732.72
91.352,465.44,-50.068,686.41
91.355,465.32,-48.427,641.55
91.358,465.19,-46.787,598.13
91.361,465.05,-45.147,556.15
91.364,464.91,-43.506,515.63
91.367,464.76,-41.866,476.54
91.371,464.61,-40.225,438.91
91.375,464.45,-38.585,402.72
91.379,464.28,-36.944,367.98
91.384,464.1,-35.304,334.68
91.39,463.92,-33.664,302.83
91.396,463.72,-32.023,272.43
91.403,463.51,-30.383,243.47
91.41,463.29,-28.742,215.96
91.419,463.04,-27.102,189.89
91.429,462.78,-25.462,165.28
91.44,462.5,-23.821,142.1
91.454,462.19,-22.181,120.38
91.47,461.84,-20.541,100.1
91.49,461.44,-18.9,81.261
91.516,460.97,-17.26,63.872
91.55,460.41,-15.62,47.929
91.599,459.68,-13.979,33.434
91.68,458.63,-12.339,20.385
91.867,456.47,-10.699,8.7834
92.367,450.95,-11.384,-1.3696
92.867,445.6,-10.029,2.7103
93.176,442.26,-11.588,-5.0466
93.586,437.84,-9.9571,3.9722
93.885,434.62,-11.594,-5.4738
94.292,430.23,-9.959,4.0184
94.589,427.04,-11.572,-5.441
95.005,422.56,-9.9532,3.892
95.285,419.56,-11.463,-5.3879
95.785,414.23,-9.8547,3.2158
96.057,411.33,-11.486,-5.9962
96.543,406.14,-9.8481,3.3688
96.806,403.35,-11.417,-5.9695
97.306,398.01,-9.9388,2.9557
97.601,394.84,-11.574,-5.5398
98.016,390.37,-9.9421,3.9337
98.303,387.29,-11.512,-5.4693
98.764,382.36,-9.8725,3.5559
99.042,379.39,-11.511,-5.8843
99.503,374.46,-9.8709,3.5578
99.779,371.51,-11.49,-5.8706
100.24,366.56,-9.8967,3.442
100.53,363.51,-11.531,-5.7399
100.97,358.79,-9.9,3.6972
101.25,355.71,-11.54,-5.721
101.65,351.42,-10.028,3.7986
101.96,348.06,-11.574,-4.9721
102.34,343.96,-10.051,4.0161
102.68,340.32,-11.691,-4.8988
103.02,336.64,-10.091,4.738
103.36,332.86,-11.706,-4.6647
103.69,329.31,-10.127,4.851
104.05,325.3,-11.767,-4.474
104.36,321.94,-10.165,5.2379
104.74,317.79,-11.771,-4.243
105.04,314.53,-10.201,5.287
105.43,310.15,-11.81,-4.0439
105.73,306.88,-10.173,5.5137
106.11,302.68,-11.776,-4.1895
106.42,299.35,-10.162,5.3151
106.8,295.15,-11.79,-4.2524
107.1,291.82,-10.15,5.3988
107.48,287.73,-11.757,-4.3027
107.79,284.28,-10.117,5.1951
108.16,280.29,-11.753,-4.4867
108.47,276.84,-10.117,5.1808
108.84,272.87,-11.743,-4.4811
109.16,269.37,-10.103,5.1219
109.52,265.44,-11.742,-4.5579
109.83,261.99,-10.121,5.1327
110.2,257.98,-11.751,-4.4489
110.51,254.53,-10.111,5.189
110.88,250.55,-11.749,-4.5
111.19,247.12,-10.12,5.1923
111.56,243.08,-11.76,-4.4476
111.86,239.76,-10.16,5.2818
112.25,235.55,-11.778,-4.2141
112.55,232.27,-10.165,5.4004
112.94,227.99,-11.794,-4.1839
113.22,224.82,-10.201,5.5212
113.64,220.29,-11.839,-3.9829
113.92,217.17,-10.201,5.794
114.33,212.64,-11.837,-3.9749
114.61,209.55,-10.215,5.7953
115.03,204.93,-11.844,-3.8891
115.29,202.03,-10.299,5.8982
115.77,196.71,-11.935,-3.4184
116.02,193.93,-10.32,6.4526
116.48,188.87,-11.81,-3.2571
116.73,186.06,-10.35,5.7573
117.23,180.49,-11.901,-3.1023
117.49,177.58,-10.262,6.2369
117.95,172.56,-11.895,-3.602
118.21,169.66,-10.27,6.2121
118.67,164.55,-11.908,-3.5552
118.92,161.75,-10.312,6.3236
119.42,156.24,-11.953,-3.3122
119.66,153.53,-10.347,6.6202
120.16,147.97,-11.902,-3.1102
120.42,145.08,-10.264,6.2785
120.87,140.06,-11.878,-3.5609
121.14,137.1,-10.238,6.1286
121.56,132.51,-11.771,-3.6711
121.86,129.24,-10.141,5.4565
122.22,125.25,-11.671,-4.1918
122.55,121.68,-10.08,4.8447
122.91,117.79,-11.709,-4.5612
123.23,114.33,-10.095,5.0834
123.59,110.33,-11.735,-4.4772
123.89,107.01,-10.138,5.2647
124.28,102.8,-11.767,-4.2302
124.57,99.665,-10.2,5.4992
124.96,95.378,-11.702,-3.8384
125.28,91.851,-10.064,5.0553
125.63,88.001,-11.701,-4.6265
125.95,84.519,-10.083,5.0624
126.31,80.614,-11.7,-4.5122
126.64,77.087,-10.061,5.0569
126.99,73.267,-11.686,-4.6273
127.31,69.726,-10.064,4.9826
127.66,65.915,-11.676,-4.6007
127.99,62.336,-10.053,4.9275
128.32,58.762,-11.574,-4.6032
128.71,54.648,-9.9359,4.2838
129.02,51.324,-11.573,-5.2947
129.37,47.454,-10.028,4.3122
129.71,43.795,-11.642,-4.7808
130.06,40.041,-10.003,4.7262
130.39,36.443,-11.639,-4.9221
130.74,32.679,-9.999,4.7142
131.07,29.104,-11.63,-4.9331
131.42,25.365,-10.015,4.6717
131.74,21.824,-11.591,-4.8077
132.11,17.835,-9.9515,4.428
132.43,14.428,-11.591,-5.1843
132.79,10.531,-9.9853,4.4456
133.12,6.9884,-11.623,-4.9941
133.47,3.1761,-9.9843,4.6439
# Event GROUND_HIT occurred at t=133.8 seconds
133.8,-0.3706,-11.624,-4.995
133.8,0,0,0
# Event SIMULATION_END occurred at t=1.7977e308 seconds
# Event SIMULATION_END occurred at t=1.7977e308 seconds
